id,playlist_id,room_code,host_user_id,status,current_question_index,settings,created_at,updated_at
c95b40eb-668c-438c-92e0-4ddc03f0c2d1,bb737158-5dee-48af-b7da-debc882c0468,8JZY68,9a6e9ac3-5f79-494b-8604-ef198a96a972,waiting,0,"{""timePerStage"":15,""penaltyPoints"":-1,""answerTimeLimit"":10,""maxParticipants"":10,""pointsForStage1"":3,""pointsForStage2"":2,""pointsForStage3"":1,""stageProgression"":""auto""}",2025-08-07 13:59:16.231764+00,2025-08-07 13:59:16.231764+00
dae1666b-849b-4a6a-a343-549dc24315cc,bb737158-5dee-48af-b7da-debc882c0468,S9XHXO,9a6e9ac3-5f79-494b-8604-ef198a96a972,playing,0,"{""timePerStage"":15,""penaltyPoints"":-1,""answerTimeLimit"":10,""maxParticipants"":10,""pointsForStage1"":3,""pointsForStage2"":2,""pointsForStage3"":1,""stageProgression"":""auto""}",2025-08-07 13:19:16.291982+00,2025-08-07 13:19:16.291982+00
aba7167e-875f-4695-8f42-3ccc675c11d9,bb737158-5dee-48af-b7da-debc882c0468,KVHJT6,9a6e9ac3-5f79-494b-8604-ef198a96a972,waiting,0,"{""timePerStage"":15,""penaltyPoints"":-1,""answerTimeLimit"":10,""maxParticipants"":10,""pointsForStage1"":3,""pointsForStage2"":2,""pointsForStage3"":1,""stageProgression"":""auto""}",2025-08-07 13:13:14.701073+00,2025-08-07 13:13:14.701073+00
